,ID,SortID,NextID,PreviousID,Parent,Lemma,LemmaType,Inflected,Irregular,POS,Morphology,MorphologyUncertain,WSPage,WSPosition,WSLetter,WSClass,WSClassImplied,WSClassOverride,WSClassOverrideReason,WSLemma,WSSubIndex,WSFormInfo,WSClassInfo,WSReconstruction,WSConjecture,WSUnclear,WS1920,Translation,Comment1,Comment2,Problematic,Verified,VerificationTS,ARCHIVE_StatusTS,ARCHIVE_Morphology
10,21,21.0,,,,Adam,1,False,False,1,2,False,1.0,11.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-09 03:32:13,1998-11-19 22:06:43,72.0
11,22,22.0,,,,Addei,1,False,False,1,2,False,1.0,12.0,a,1.0,False,,,,,,,True,False,False,,,,,False,True,2003-09-09 03:32:22,1998-11-19 22:08:42,72.0
12,23,23.0,,,,Addin,1,False,False,1,2,False,1.0,13.0,a,1.0,False,,,,,,,False,False,False,,,,"Apparatus: ""Addeis] D Br., Addin Cast., Addinis U.""",True,True,2003-09-17 11:30:35,1998-11-19 22:08:57,72.0
13,24,24.0,,,,Adoneikam,1,False,False,1,2,False,1.0,14.0,a,1.0,False,,,,,,,True,False,False,,,,,False,True,2003-09-09 03:33:12,1998-11-19 22:12:40,72.0
14,25,25.0,,,,af,1,False,False,21,1,False,1.0,15.0,a,81.0,False,,,,,,"ab-u 116,1",False,False,False,,"[m. Dat.] von, von _ weg, von _ her; [zeitlich] seit",,,False,True,2003-09-09 15:51:57,1998-11-19 22:12:42,71.0
15,26,26.0,,,,afar,9,False,False,12,1,False,1.0,16.0,a,18.0,False,,,,1.0,,,False,False,False,,"""afar-uh þan"": nachher [Sk 3,15]","Het gebruik van afar als Adv. blijft beperkt tot Skeireins 3,15: afar-uh þan, nachher. Onderzoeken.",,False,True,2003-10-14 08:50:41,2002-05-31 17:04:26,74.0
16,27,29.0,,,,afara,1,False,False,3,23,False,1.0,17.0,a,62.0,False,,,,,,,False,True,False,,"Nachkomme, [Konjektur für †afar]",,,False,True,2003-09-09 16:22:39,1998-11-19 22:15:27,7.0
17,28,30.0,,,,afardags,1,False,False,3,3,False,1.0,18.0,a,55.0,False,,,,,,,False,False,False,,der folgende Tag,,,False,True,2003-09-09 16:17:25,1998-11-19 22:15:45,1.0
18,29,31.0,,,,afarsabbate,1,True,False,2,2,False,1.0,19.0,a,43.0,False,Gen.Pl.,1.0,,,,Schulze 744f.,False,False,False,,"""þis dagis ~"": des Nachsabbats d.h. des ersten Wochentags",,,False,True,2003-09-09 16:19:20,2002-05-31 17:40:25,30.0
19,30,32.0,,,,afdauiþs,4,False,False,11,39,False,1.0,20.0,a,83.0,False,Pt.Pf. zu *af-dojan,2.0,,,,"71,1",True,False,False,,geplagt,,,False,True,2003-09-17 11:31:27,2002-05-31 19:09:55,38.0
20,31,33.0,,,,afdomeins,1,False,False,4,17,False,1.0,21.0,a,32.0,False,,,,,,152(6),False,False,False,,Verdammung,,,False,True,2003-09-09 16:22:13,1998-11-19 22:22:50,17.0
21,32,34.0,,,,afdrugkja,1,False,False,3,23,False,1.0,22.0,a,62.0,False,,,,,,,False,False,False,,Trunkenbold,,,False,True,2003-09-09 16:17:06,1998-11-19 22:23:12,7.0
22,33,35.0,,,,afetja,1,False,False,3,23,False,2.0,1.0,a,62.0,False,,,,,,,False,False,False,,Fresser,,,False,True,2003-09-17 11:31:54,1998-11-19 22:23:29,7.0
23,34,36.0,,,,afgrundiþa,1,False,False,4,11,False,2.0,2.0,a,37.0,False,,,,,,,False,False,False,,Abgrund,,,False,True,2003-09-17 11:32:01,1998-11-19 22:23:46,12.0
24,35,37.0,,,,afgudei,1,False,False,4,24,False,2.0,3.0,a,36.0,False,,,,,,,False,False,False,,Gottlosigkeit,,,False,True,2003-09-17 11:32:03,1998-11-19 22:24:02,19.0
25,36,38.0,,,,afguþs,1,False,False,6,32,False,2.0,4.0,a,12.0,False,,,,,,,True,False,False,,"abgöttisch, gottlos; [D.Pl. -daim Randglosse in A zu unsibjaim T 1,9]",,,False,True,2003-09-17 11:32:42,2002-05-31 17:44:04,31.0
26,37,39.0,,,,afhaimeis,1,False,False,6,34,False,2.0,5.0,a,11.0,False,,,,,-haims* 182 oder 183,,True,False,False,,der Heimat fern,,,False,True,2003-10-19 08:56:16,2002-05-31 18:17:47,36.0
27,38,40.0,,,,aflageins,1,False,False,4,17,False,2.0,6.0,a,32.0,False,,,,,,152(6),False,False,False,,"Ablegung, Erlaß",,,False,True,2003-09-17 11:45:06,1998-11-19 22:25:51,17.0
28,39,41.0,,,,aflet,1,False,False,5,4,False,2.0,7.0,a,70.0,False,,,,,,"KZ. 42,326",True,False,False,,Erlaß,,,False,True,2003-09-17 11:45:40,1998-11-19 23:19:55,23.0
29,40,42.0,,,,afmarzeins,1,False,False,4,17,False,2.0,8.0,a,32.0,False,,,,,,152(6),False,False,False,,Betrug,,,False,True,2003-09-17 11:45:57,1998-11-19 23:20:18,17.0
30,41,43.0,,,,afmauiþs,4,False,False,11,39,False,2.0,9.0,a,83.0,False,Pt.Pf. zu *af-mojan,2.0,,,,"71,1",True,False,False,,ermüdet,,,False,True,2003-09-17 11:47:18,1998-11-19 23:22:44,38.0
31,42,44.0,,,,afsateins,1,False,False,4,17,False,2.0,10.0,a,32.0,False,,,,,,152(6),False,False,False,,"Absetzung; ""bokos ~ais"": Scheidebrief",,,False,True,2003-09-17 11:49:13,1998-11-19 23:23:01,17.0
32,43,45.0,,,,afstass,1,False,False,4,16,False,2.0,11.0,a,30.0,False,,,,,"115,1",,False,False,False,,"Abfall; ""~ais bokos"": Scheidebrief",,,False,True,2003-09-17 11:49:35,2002-05-31 18:19:31,16.0
33,44,46.0,,,,afta,1,False,False,16,1,False,2.0,12.0,a,18.0,False,,,,,,192A1,False,False,False,,hinten,,,False,True,2003-09-17 11:50:00,1998-11-19 23:23:20,39.0
34,45,47.0,,,,aftana,1,False,False,17,1,False,2.0,13.0,a,18.0,False,,,,,,192B3,False,False,False,,von hinten,,,False,True,2003-09-17 11:50:12,1998-11-19 23:23:58,39.0
35,46,48.0,,,,aftaro,1,False,False,12,1,False,2.0,14.0,a,18.0,False,,,,,,192B2,False,False,False,,von hinten,,,False,True,2003-09-17 11:50:21,1998-11-19 23:24:06,39.0
36,47,49.0,,,,aftra,1,False,False,12,1,False,2.0,15.0,a,18.0,False,,,,,,193,False,False,False,,"1. [gewöhnl. zeitlich] wieder [häufig] 2. [örtlich] zurück, rückwärts",,,False,True,2003-09-17 11:50:32,1998-11-19 23:24:17,39.0
37,48,50.0,,,,aftraanastodeins,1,False,False,4,17,False,2.0,16.0,a,32.0,False,,,,,,152(6),False,False,False,,"Wiederanfang, Wiedererneuerung",,,False,True,2003-09-17 11:50:47,1998-11-19 23:24:48,17.0
38,49,51.0,,,,aftuma,1,False,False,7,38,False,2.0,17.0,a,50.0,False,Komp.,1.0,,,,"190,2",False,False,False,,letzter [von 2 Part.],,,False,True,2003-09-16 01:10:10,2002-05-31 19:09:45,74.0
39,50,52.0,,,,aftumists,1,False,False,8,40,False,2.0,18.0,a,92.0,False,Sup.,1.0,,,,"190,3",False,False,False,,letzter,,,False,True,2003-09-09 20:38:57,2002-05-31 19:10:33,74.0
40,51,53.0,,,,-agan,11,False,False,9,47,False,2.0,19.0,a,10.0,False,,,,,,209,False,False,False,,[vgl. og Prt.-Prs. und Part. un-agands],,,True,True,2003-10-24 04:36:13,1998-11-19 23:25:20,45.0
41,52,54.0,,,,Agar,1,False,False,1,2,False,2.0,20.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 11:52:04,1998-11-19 23:25:27,72.0
42,53,55.0,,,,aggilus,1,False,True,3,22,False,2.0,21.0,a,66.0,False,,,,,,163,False,False,False,,"Engel, Bote",,,False,True,2003-09-17 11:53:32,2002-07-05 15:28:06,75.0
43,54,56.0,,,,aggwiþa,1,False,False,4,11,False,2.0,22.0,a,37.0,False,,,,,,,False,False,False,,Bedrängnis (Enge),,,False,True,2003-09-17 11:53:43,1998-11-30 05:13:34,12.0
44,55,57.0,,,,ga-aggwjan,1,False,False,9,55,False,2.0,23.0,a,96.0,False,,,,,,,False,False,False,,bedrängen,,,False,True,2003-09-17 11:54:07,2002-06-03 15:42:50,53.0
45,56,58.0,,,,aggwus,1,False,False,6,36,False,2.0,24.0,a,16.0,False,,,,,,184,False,False,False,,eng,,,False,True,2003-09-17 11:56:46,1998-11-30 05:13:29,35.0
46,57,59.0,,,,agis,1,False,False,5,4,False,2.0,25.0,a,70.0,False,,,,,,"117,3 145(6)",False,False,False,,"Furcht, Schrecken",,,False,True,2003-09-17 11:57:25,1998-11-30 05:13:26,23.0
47,58,60.0,,,,af-agjan,1,False,False,9,54,False,2.0,26.0,a,96.0,False,,,,,,,False,False,False,,(ängstigen),,,False,True,2003-09-17 11:57:32,1998-11-30 05:14:00,52.0
48,59,61.0,,,,in-agjan,1,False,False,9,54,False,2.0,27.0,a,96.0,True,,,,,,,False,False,False,,[m. Akk.] einen anfahren,,,False,True,2003-09-17 11:57:50,1998-11-30 05:14:58,52.0
49,60,62.0,,,,us-agjan,1,False,False,9,54,False,2.0,28.0,a,96.0,True,,,,,,,False,False,False,,einen erschrecken,,,False,True,2003-09-17 11:57:58,1998-11-30 05:15:18,52.0
50,61,63.0,,,,aglaitei,1,False,False,4,24,False,2.0,29.0,a,36.0,False,,,,,,,False,False,False,,Unzucht,,,False,True,2003-09-17 11:58:02,1998-11-20 00:08:42,19.0
51,62,64.0,,,,aglaitgastalds,1,False,False,6,32,False,2.0,30.0,a,12.0,False,,,,,,,False,False,False,,schmutzig gewinnsüchtig,,,False,True,2003-09-17 11:58:10,1998-11-30 05:16:06,31.0
52,63,65.0,,,,aglaiti,1,False,False,5,8,False,2.0,31.0,a,71.0,False,,,,,,,True,False,False,,Unzucht,,,False,True,2003-09-17 11:58:17,1998-11-30 05:19:40,25.0
53,64,66.0,,,,aglaitiwaurdei,1,False,False,4,24,False,2.0,32.0,a,36.0,False,,,,,,,False,False,False,,Schandrede,,,False,True,2003-09-17 11:58:20,1998-11-30 05:20:01,19.0
54,65,67.0,,,,agliþa,1,False,False,4,11,False,2.0,33.0,a,37.0,False,,,,,,,False,False,False,,"Drangsal: ""winnan ~os"": Drangsale leiden",,,False,True,2003-09-17 11:58:51,1998-11-30 05:20:18,12.0
55,66,68.0,,,,us-agljan,1,False,False,9,55,False,2.0,34.0,a,96.0,False,,,,,,,False,False,False,,[m. Dat.] (ins Gesicht schlagen) bedrängen,,,False,True,2003-09-17 11:59:13,2002-06-03 15:44:06,53.0
56,67,69.0,,,,aglo,1,False,False,4,24,False,2.0,35.0,a,36.0,False,,,,,,,False,False,False,,Drangsal,,,False,True,2003-09-17 11:59:21,1998-11-30 05:26:21,19.0
57,68,70.0,,,,agls,1,False,False,6,32,False,3.0,1.0,a,12.0,False,,,,,,,False,False,False,,schimpflich,,,False,True,2003-09-17 11:59:42,1998-11-30 05:26:36,31.0
58,69,71.0,,,,aglus,1,False,False,6,36,False,3.0,2.0,a,16.0,False,,,,,,184,False,False,False,,"schwierig – [Adv.] ""agluba""",,,False,True,2003-10-14 05:30:34,1998-11-30 05:27:06,35.0
59,70,72.0,,,,Agustus,1,False,False,1,2,False,3.0,3.0,a,1.0,False,,,,,,,False,False,False,,[vulglat.] Agustus,,,False,True,2003-09-17 12:01:20,2002-05-31 19:30:50,72.0
60,71,73.0,,,,aha,1,False,False,3,23,False,3.0,4.0,a,62.0,False,,,,,,,False,False,False,,"Sinn, Verstand",,,False,True,2003-09-17 12:01:29,1998-11-30 05:27:41,7.0
61,72,74.0,,,,ahaks,1,False,False,2,2,False,3.0,5.0,a,45.0,False,,,,,,,False,False,False,,"zahme (weiße) Taube – [Gegensatz] ""-dubo"": dunkle Taube",,"[Ebbinghaus 1981, §103.A6]: ""Auch ahaks und gaits werden allgemein hierher gestellt, obwohl sie ihrer Bildung nach zu den Konsonantstämmen §116 gehören. Die belegten Formen NSg. ahaks, gaits, ASg. ahak, GDPl. ahakê, ahakim lassen nicht erkennen, ob die Wörter tatsächlich zur i-Dekl. übergetreten sind.""",False,True,2003-09-17 12:12:47,2002-05-31 20:16:36,30.0
62,73,75.0,,,,ahana,1,False,False,4,11,False,3.0,6.0,a,37.0,False,,,,,,,False,False,False,,Spreu,,,False,True,2003-09-17 12:13:02,1998-11-30 05:30:28,12.0
63,74,76.0,,,,Aharon,1,False,False,1,2,False,3.0,7.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 12:13:08,1998-11-30 05:30:40,72.0
64,75,77.0,,,,ahjan,1,False,False,9,54,False,3.0,8.0,a,96.0,False,,,,,,,False,False,False,,meinen,,,False,True,2003-09-17 12:13:11,1998-11-30 05:30:52,52.0
65,76,78.0,,,,ahma,1,False,False,3,23,False,3.0,9.0,a,62.0,False,,,,,,,False,False,False,,Geist,,,False,True,2003-09-17 12:13:14,1998-11-30 05:31:02,7.0
66,77,79.0,,,,ahmateins,1,False,False,4,17,False,3.0,10.0,a,32.0,False,,,,,,152(6),False,False,False,,Inspiration,,,False,True,2003-09-17 12:13:38,1998-11-30 05:32:19,17.0
67,78,80.0,,,,ahmeins,1,False,False,6,32,False,3.0,11.0,a,12.0,False,,,,,,,False,False,False,,"geistig, geistlich",,,False,True,2003-09-17 12:13:43,1998-11-30 05:32:31,31.0
68,79,81.0,,,,ahs,1,False,False,5,4,False,3.0,12.0,a,70.0,False,,,,,,,False,False,False,,Ähre,,,False,True,2003-09-17 12:13:48,1998-11-30 05:32:42,23.0
69,80,82.0,,,,ahtau,1,False,False,36,1,False,3.0,13.0,a,1.0,False,,,,,,,False,False,False,,acht,,,False,True,2003-09-17 12:15:42,1998-11-30 05:32:51,68.0
70,81,83.0,,,,ahtaudogs,1,False,False,6,32,False,3.0,14.0,a,12.0,False,,,,,,,False,False,False,,achttägig,,,False,True,2003-09-17 12:15:46,1998-11-30 05:33:01,31.0
71,82,84.0,,,,ahtautehund,1,False,False,36,1,False,3.0,15.0,a,1.0,False,,,,,,,False,False,False,,achtzig,,,False,True,2003-09-17 12:16:31,1998-11-30 05:33:13,68.0
72,83,85.0,,,,ahtuda,1,False,False,36,32,False,3.0,16.0,a,1.0,False,,,,,,,False,False,False,,der achte,,,False,True,2003-09-12 18:24:05,1998-11-30 05:33:33,68.0
73,84,86.0,,,,aƕa,1,False,False,4,11,False,3.0,17.0,a,37.0,False,,,,,,,False,False,False,,"Fluß, Gewässer",,,False,True,2003-09-17 12:16:41,1998-11-30 05:33:48,12.0
74,85,87.0,,,,Aia,1,False,False,1,2,False,3.0,18.0,a,1.0,False,,,,,,,False,True,False,,"[[Aia] oder [Gai] Konjekturen für †Aai Neh 7,32 D.]",Naamval?,,True,True,2003-09-25 02:53:04,2002-05-31 20:22:20,72.0
75,87,89.0,,,,Aibair,1,False,False,1,2,False,3.0,19.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 12:22:16,1998-11-30 05:37:23,72.0
76,88,90.0,,,,aibr,1,False,False,2,2,False,3.0,20.0,a,1.0,False,,,,,,,False,False,True,,"[M 5,23 CA δῶρον] Opfergabe [wohl mit J. Grimm in [tibr] zu bessern]",,,False,True,2003-09-16 06:19:30,1998-11-30 05:38:54,11.0
77,89,91.0,,,,Aiddua,1,False,False,1,2,False,3.0,21.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 12:22:38,1998-11-30 05:39:01,72.0
78,90,92.0,,,,Aieira,1,False,False,1,2,False,3.0,22.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 12:22:40,1998-11-30 05:39:08,72.0
79,91,93.0,,,,Aifaisius,1,False,False,1,2,False,3.0,23.0,a,1.0,False,,,,,,,True,False,False,,,,,False,True,2003-09-17 12:22:45,1998-11-30 05:39:47,72.0
80,92,94.0,,,,Aifaiso,1,False,False,1,2,False,3.0,24.0,a,1.0,False,,,,,,,True,False,False,,,,,False,True,2003-09-17 12:22:51,1998-11-30 05:40:39,72.0
81,93,95.0,,,,aiffaþa,1,False,False,44,1,False,3.0,25.0,a,1.0,False,,,,,,,False,False,False,,"ἐφφαθά d.i. διανοίχθητι öffne dich [Mc 7,34]",,,False,True,2003-09-17 12:28:07,1998-11-30 05:42:55,73.0
82,94,96.0,,,,aigan,1,False,False,9,59,False,3.0,26.0,a,111.0,False,,,,,,222.134,True,False,False,,haben,,,False,True,2003-09-17 12:29:25,2002-05-31 20:41:00,57.0
83,95,97.0,,,,fair-aihan,1,False,False,9,59,False,3.0,27.0,a,111.0,True,,,,,,222.134,False,False,False,,[m. Gen.] teilhaben an,,,False,True,2003-09-17 12:30:09,2002-05-31 20:42:47,57.0
84,96,98.0,,,,aigin,1,False,False,5,4,False,3.0,28.0,a,70.0,False,,,,,,,False,False,False,,Eigentum,,,False,True,2003-09-17 12:30:16,1998-11-30 05:44:12,23.0
85,97,99.0,,,,ga-aiginon,1,False,False,9,56,False,3.0,29.0,a,97.0,False,,,,,,,False,False,False,,In Besitz nehmen,,,False,True,2003-09-17 12:30:19,1998-11-30 05:44:19,54.0
86,98,101.0,,,,aihtrons,1,False,False,4,16,False,3.0,31.0,a,30.0,False,,,,,,,False,False,False,,Gebet,,,False,True,2003-09-17 12:30:26,1998-11-30 05:45:55,16.0
87,99,102.0,,,,aihts,1,False,False,4,16,False,3.0,32.0,a,30.0,False,,,,,,,False,False,False,,Eigentum,,,False,True,2003-09-17 12:31:08,1998-11-30 05:47:35,16.0
88,100,103.0,,,,aiƕatundi,1,False,False,4,13,False,3.0,33.0,a,33.0,False,,,,,,,False,False,False,,Dornstrauch,,,False,True,2003-09-17 12:31:13,1998-11-30 05:48:11,14.0
89,101,104.0,,,,af-aikan,1,False,False,9,48,False,3.0,34.0,a,86.0,False,,,,,,211,False,False,False,,1. leugnen; [ungenau] fluchen 2. einen verleugnen,,,False,True,2003-09-17 12:31:45,1998-11-30 05:48:45,46.0
90,102,105.0,,,,aikklesjo,1,False,False,4,24,False,4.0,1.0,a,36.0,False,,,,,,163,False,False,False,,"Gemeinde, Kirche; Gotteshaus",,,False,True,2003-09-17 12:32:08,1998-11-30 05:49:19,19.0
91,103,106.0,,,,Ailam,1,False,False,1,2,False,4.0,2.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 12:32:13,1998-11-30 05:49:27,72.0
92,104,107.0,,,,Aileiaizair,1,False,False,1,2,False,4.0,3.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 12:32:14,1998-11-30 05:49:36,72.0
93,105,108.0,,,,Aileiakeim,1,False,False,1,2,False,4.0,4.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 12:32:15,1998-11-30 05:49:45,72.0
94,106,109.0,,,,Aileisabaiþ,1,False,False,1,2,False,4.0,5.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 12:35:37,1998-11-30 05:49:54,72.0
95,107,110.0,,,,ailoe,1,False,False,44,1,False,4.0,6.0,a,1.0,False,,,,,,,False,False,False,,,,"[Mc  15,34] ""jah niundon hveilai wopida Iesus stibnai mikilai qiþands: ailoe ailoe, lima sibakþanei, þatei ist gaskeiriþ: guþ meins, guþ meins, duhve mis bilaist?"" (And at the ninth hour Jesus cried with a loud voice, saying, Eloi, Eloi, lama sabachthani? which is, being interpreted, My God, my God, why hast thou forsaken me?)",False,True,2003-09-17 12:35:54,1998-11-30 05:50:19,73.0
96,108,111.0,,,219.0,Ailul,7,False,False,47,64,False,4.0,7.0,a,1.0,False,,,,,,,False,True,False,,[s. [Alul]],,,False,True,2003-09-17 12:36:21,1998-11-30 05:50:44,72.0
97,109,112.0,,,,Aimmeira,1,False,False,1,2,False,4.0,8.0,a,1.0,False,,,,,,,True,False,False,,,,,False,True,2003-09-17 12:36:28,1998-11-30 05:51:24,72.0
98,110,113.0,,,,ainabaur,1,False,False,3,15,False,4.0,9.0,a,57.0,False,,,,,,"115,2",False,False,False,,eingeboren,,,False,True,2003-09-17 12:36:51,1999-05-26 03:21:53,5.0
99,111,114.0,,,,ainaha,1,False,False,6,32,False,4.0,10.0,a,93.0,False,,,,,,"187,1",False,False,False,,einzig,,,False,True,2003-09-17 12:38:04,1998-11-30 06:00:55,36.0
100,112,115.0,,,,ainakls,1,False,False,6,32,False,4.0,11.0,a,12.0,False,,,,,,,False,False,False,,"vereinzelt, alleinstehend",,,False,True,2003-09-17 12:38:08,1998-11-30 06:01:22,31.0
101,113,116.0,,,,ainamundiþa,1,False,False,4,11,False,4.0,12.0,a,37.0,False,,,,,,,False,False,False,,"Einheit, Einmütigkeit",,,False,True,2003-09-17 12:38:11,1998-11-30 06:01:50,12.0
102,114,117.0,,,,ga-ainan,1,False,False,9,57,False,4.0,13.0,a,98.0,False,,,,,,,False,True,False,,"vereinzeln, trennen",,,False,True,2003-09-17 12:38:15,2002-05-31 21:02:32,55.0
103,115,118.0,,,,ainfalþei,1,False,False,4,24,False,4.0,14.0,a,36.0,False,,,,,,,False,False,False,,Einfalt,,,False,True,2003-09-17 12:38:17,1998-11-30 06:03:41,19.0
104,116,119.0,,,,ainfalþs,1,False,False,6,32,False,4.0,15.0,a,12.0,False,,,,,,,False,False,False,,"einfach – [Adv.] ""ainfalþaba"": [(191A1)] einfältig",,,False,True,2003-10-14 05:31:06,1998-11-30 06:04:26,31.0
105,117,120.0,,,,ainƕarjizuh,1,False,False,35,61,False,4.0,16.0,a,82.0,False,,,,,,"177,2(1)",False,False,False,,[m. Gen. Pl.] ein jeder,,,False,True,2003-09-17 13:04:48,1998-11-30 06:05:04,67.0
106,118,121.0,,,,ainƕaþaruh,1,False,False,35,61,False,4.0,17.0,a,82.0,False,,,,,,"177,2(1)",True,False,False,,jeder von beiden,,,False,True,2003-09-17 13:04:45,1998-11-30 06:06:04,67.0
107,119,122.0,,,,ainlif,1,False,False,36,63,False,4.0,18.0,a,1.0,False,,,,,,,True,False,False,,elf,,,False,True,2003-09-17 13:06:03,1998-11-30 06:06:43,68.0
108,120,123.0,,,,Ainnaa,1,False,False,1,2,False,4.0,19.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 13:06:08,2002-06-03 15:00:04,72.0
109,121,124.0,,,,Ainok,1,False,False,1,2,False,4.0,20.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 13:06:08,1998-11-30 06:06:55,72.0
110,122,125.0,,,,Ainos,1,False,False,1,2,False,4.0,21.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 13:06:09,1998-11-30 06:06:59,72.0
111,123,126.0,,,,ains,1,False,False,6,32,False,4.0,22.0,a,12.0,False,st.Adj.a,2.0,,,,194(1),False,False,False,,1. 'unus' 2. 'quidam' 3. 'solus',,,False,True,2003-09-17 13:07:06,2002-06-03 15:09:27,31.0
112,124,127.0,,,,ainshun,1,False,False,35,61,False,4.0,23.0,a,82.0,False,,,,,,178,False,False,False,,"[nur in neg. Sätzen, daher] niemand, keiner [mit partit. Gen. (haüfiger) oder m. us.]",,,False,True,2003-09-17 13:07:36,1998-11-30 06:09:08,67.0
113,125,128.0,,,,Aiodia,1,False,False,1,2,False,4.0,24.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 13:08:43,1998-11-30 06:09:16,72.0
114,126,130.0,,,,Aipafraudeitus,1,False,False,1,2,False,4.0,26.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 13:08:51,1998-11-30 06:09:49,72.0
115,127,131.0,,,,aipiskaupei,1,False,False,4,24,False,4.0,27.0,a,36.0,False,,,,,,,True,False,False,,Bischofsamt,,,False,True,2003-09-17 13:09:55,1998-11-30 06:11:45,19.0
116,128,133.0,,,,aipistaule,1,False,False,2,2,False,4.0,29.0,a,1.0,False,,,,,,,False,False,False,,Brief,"Misschien een flag ""leenwoord"" voorzien? Al dan niet met verdere specificatie (taal, leeftijd, ""eingegotischt"" of niet etc.)",,False,True,2003-09-16 01:42:02,2002-06-03 15:23:29,30.0
117,129,129.0,,,,Aipafras,1,False,False,1,2,False,4.0,25.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 13:08:47,1998-11-30 06:09:33,72.0
118,130,132.0,,,,aipiskaupus,1,False,False,3,19,False,4.0,28.0,a,65.0,False,,,,,,,False,False,False,,Bischof,,,False,True,2003-09-17 13:10:01,1998-11-30 06:12:02,6.0
119,131,134.0,,,,air,1,False,False,18,1,False,4.0,30.0,a,18.0,False,,,áir,,,,False,False,False,,"früh – [Komp.] ""airis"" [Adv.] πάλαι längst, eher",,,False,True,2003-09-17 13:11:18,1998-11-30 06:13:32,39.0
120,132,136.0,,,,Airastus,1,False,False,1,2,False,4.0,31.0,a,1.0,False,,,,,,,False,False,False,,,,,False,True,2003-09-17 13:11:20,1998-11-30 06:13:37,72.0
